type,raid_group_name,member_name,character_name,character_class,character_is_alt,character_inactive_at,character_note,sort_order,item_name,item_id,is_offspec,note,received_at,import_id,item_note,item_prio_note,item_tier,item_tier_label,created_at,updated_at
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,0,"Crown of the Wayward Protector",45639,0,,"2023-03-16 22:15:13",1678996798-7-Clavdiu,,,,2,,"2023-03-16 22:15:13",
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,0,"Northern Barrier",45450,0,,"2023-03-19 00:00:00",1679250140-0-Clavdiu,,,,3,,"2023-03-19 21:17:21",
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,0,"The General's Heart",45507,0,,"2023-03-19 00:00:00",1679253568-11-Clavdi,,,,2,,"2023-03-19 21:17:21",
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,0,Titanguard,45110,1,,"2023-03-23 00:00:00",1679599213-3-Clavdiu,,,,2,,"2023-03-23 21:58:59",
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,0,"Charred Saronite Greaves",45166,1,,"2023-03-23 00:00:00",1679599581-7-Clavdiu,,,,3,,"2023-03-23 21:58:59",
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,0,"Sif's Promise",45469,0,,"2023-03-23 00:00:00",1679605228-39-Clavdi,,,,2,,"2023-03-23 21:58:59",
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,0,"Legplates of the Wayward Protector",45654,1,,"2023-03-23 00:00:00",1679606466-43-Clavdi,,,,3,,"2023-03-23 21:58:59",
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,0,"Dragonslayer's Brace",45139,1,,"2023-03-30 00:00:00",1680201014-11-Clavdi,,,,3,,"2023-03-30 20:49:41",
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,0,"Handguards of the Enclave",45228,1,,"2023-03-30 00:00:00",1680202093-22-Clavdi,,,,4,,"2023-03-30 20:49:41",
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,0,"Seal of the Betrayed King",45534,0,,"2023-03-30 00:00:00",1680208933-58-Clavdi,,,,1,,"2023-03-30 20:49:41",
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,0,"Gauntlets of the Wayward Protector",45642,1,,"2023-04-27 00:00:00",,,,,3,,"2023-04-27 20:49:39",
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,0,"Voldrethar, Dark Blade of Oblivion",45516,0,,"2023-05-07 00:00:00",1683489539-23-Clavdi,,,,1,,"2023-05-07 21:14:51","2023-05-11 13:16:51"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,0,"Legplates of the Endless Void",45594,1,,"2023-05-11 00:00:00",1683831342-15-Clavdi,,,,2,,"2023-05-11 21:35:02",
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,0,"Frigid Strength of Hodir",45459,0,,"2023-05-11 00:00:00",1683834542-28-Clavdi,,,,2,,"2023-05-11 21:35:02",
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,0,"Boundless Gaze",45610,1,"Went to hunter main","2023-05-25 00:00:00",1685038845-8-Furon,,,,1,,"2023-05-25 21:31:37",
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,0,"Greaves of the Stonewarder",45542,0,,"2023-06-01 00:00:00",1685648767-29-Clavdi,,,,3,,"2023-06-01 21:31:20",
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,1,"Grim Toll",40256,0,,"2023-01-19 20:46:00",1674156546-27-Clavdi,,,,,,"2023-01-19 20:46:00","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,2,"Melancholy Sabatons",40591,0,,"2023-01-19 20:46:00",1674160498-79-Clavdi,,,,,,"2023-01-19 20:46:00","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,3,"Breastplate of the Lost Protector",40626,0,,"2023-01-12 22:17:41",1673551967-54-Clavdi,,,,,,"2023-01-12 22:17:41","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,4,"Dragonstorm Breastplate",44000,0,,"2023-01-12 22:17:41",1673556483-84-Clavdi,,,,,,"2023-01-12 22:17:41","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,5,"Bindings of the Hapless Prey",39764,0,,"2023-01-12 22:17:41",1673550969-47-Clavdi,,,,,,"2023-01-12 22:17:41","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,6,"Gauntlets of the Lost Protector",40629,0,,"2023-01-12 22:17:41",1673556450-82-Clavdi,,,,,,"2023-01-12 22:17:41","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,7,"Shadow of the Ghoul",40410,0,,"2023-01-05 21:44:10",1672947980-1-Clavdiu,,,,,,"2023-01-05 21:44:10","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,8,"Platehelm of the Great Wyrm",40366,0,,"2023-01-05 21:44:10",1672951932-48-Clavdi,,,,,,"2023-01-05 21:44:10","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,9,"Final Voyage",40346,0,,"2022-12-15 00:00:00",1671131803-32-Clavdi,,,,,,"2022-12-15 21:45:06","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,10,"Spinning Fate",40190,0,,"2022-12-15 00:00:00",1671132545-45-Clavdi,,,,,,"2022-12-15 21:45:06","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,11,"Betrayer of Humanity",40384,0,,"2022-12-15 00:00:00",1671135316-24-Clavdi,,,,,,"2022-12-15 21:45:06","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,12,Heritage,40069,0,,"2022-12-15 00:00:00",1671132363-35-Clavdi,,,,,,"2022-12-15 21:45:06","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,13,"Sand-Worn Band",40107,0,,"2022-12-15 00:00:00",1671134457-11-Clavdi,,,,,,"2022-12-15 21:45:06","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,14,"Callous-Hearted Gauntlets",39726,0,,"2022-12-08 00:00:00",1670529241-32-Clavdi,,,,,,"2022-12-08 22:00:26","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,15,"Gauntlets of the Lost Protector",40629,0,,"2022-12-08 00:00:00",1670527020-6-Clavdiu,,,,,,"2022-12-08 22:00:26","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,16,"Defender's Code",40257,1,,"2022-11-24 00:00:00",1669323018-53-Clavdi,,,,,,"2022-11-24 21:48:02","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,17,"Mantle of the Lost Protector",40638,1,,"2022-11-17 00:00:00",1668716647-40-Clavdi,,,,,,"2022-11-17 21:57:26","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,18,Armageddon,40343,0,,"2022-11-17 00:00:00",1668718468-66-Clavdi,,,,,,"2022-11-17 21:57:26","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,19,"Heroic Key to the Focusing Iris",44577,0,,"2022-11-17 00:00:00",1668717796-58-Clavdi,,,,,,"2022-11-17 21:57:26","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,20,"Breastplate of the Lost Protector",40626,0,,"2022-10-27 00:00:00",166690251540626-Clav,,,,,,"2022-10-27 21:12:41","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,21,"Greaves of Turbulence",40240,0,,"2022-10-27 00:00:00",166690102140240-Clav,,,,,,"2022-10-27 21:12:41","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,22,"Crown of the Lost Protector",40632,0,,"2022-10-20 00:00:00",166629726640632-Clav,,,,,,"2022-10-21 08:22:41","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,23,"Aged Winter Cloak",40250,0,,"2022-10-20 00:00:00",166629638040250-Clav,,,,,,"2022-10-21 08:22:41","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,24,"Shoulderguards of Opportunity",40185,0,,"2022-10-09 00:00:00",166534973140185-Clav,,,,,,"2022-10-21 08:17:28","2023-01-22 13:33:20"
received,"Main raid",Furon,Clavdiusnero,Warrior,0,,Furon,25,"Inevitable Defeat",40406,0,,"2022-10-09 00:00:00",166535072840406-Clav,,,,,,"2022-10-21 08:17:28","2023-01-22 13:33:20"
received,"Main raid",ThomasV,Cyranox,"Death Knight",0,,,0,"Gauntlets of the Wayward Vanquisher",45643,0,,"2023-02-16 00:00:00",1676583989-31-Cyrano,,,,3,,"2023-02-16 22:02:11",
received,"Main raid",ThomasV,Cyranox,"Death Knight",0,,,0,"Bladebearer's Signet",45540,0,,"2023-02-23 00:00:00",1677185487-41-Cyrano,,,,2,,"2023-02-23 22:16:44",
received,"Main raid",ThomasV,Cyranox,"Death Knight",0,,,1,"Boots of the Underdweller",45501,0,,"2023-02-12 00:00:00",1676237529-14-Cyrano,,,,3,,"2023-02-12 22:40:12","2023-02-16 20:17:20"
received,"Main raid",ThomasV,Cyranox,"Death Knight",0,,,2,"Breastplate of the Wayward Vanquisher",45634,1,,"2023-02-02 00:00:00",1675371577-24-Cyrano,,,,3,,"2023-02-02 22:14:50","2023-02-16 20:17:20"
received,"Main raid",ThomasV,Cyranox,"Death Knight",0,,,3,"Breastplate of the Wayward Vanquisher",45634,0,,"2023-01-26 00:00:00",1674764460-25-Cyrano,,,,3,,"2023-01-26 22:08:29","2023-02-16 20:17:20"
received,"Main raid",ThomasV,Cyranox,"Death Knight",0,,,4,"Vulmir, the Northern Tempest",45463,0,,"2023-01-26 00:00:00",1674770565-40-Cyrano,,,,2,,"2023-01-26 22:08:29","2023-02-16 20:17:20"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Clockwork Legplates",45248,0,,"2023-01-26 00:00:00",1674762210-12-Dorian,,,,3,,"2023-01-26 22:08:29",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Strength of the Automaton",45106,0,,"2023-02-02 00:00:00",1675366247-5-Doriank,,,,3,,"2023-02-02 22:14:50",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Stormrune Edge",45233,0,,"2023-02-02 00:00:00",1675370090-15-Dorian,,,,3,,"2023-02-02 22:14:50",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Chestguard of Insidious Intent",45524,0,,"2023-01-29 00:00:00",1675027511-2-Doriank,,,,3,,"2023-02-12 18:41:00",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Crown of the Wayward Protector",45639,0,,"2023-02-16 00:00:00",1676578349-19-Dorian,,,,2,,"2023-02-16 22:02:11",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Gauntlets of the Wayward Protector",45642,0,,"2023-02-26 00:00:00",1677438733-2-Doriank,,,,3,,"2023-02-26 21:48:33",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Mantle of the Wayward Protector",45657,0,,"2023-02-26 00:00:00",1677443986-9-Doriank,,,,3,,"2023-02-26 21:48:33",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Veranus' Bane",45137,1,,"2023-03-02 00:00:00",1677786967-9-Doriank,,,,4,,"2023-03-02 22:25:29",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Crown of the Wayward Protector",45639,1,,"2023-03-02 00:00:00",1677792878-19-Dorian,,,,2,,"2023-03-02 22:25:29",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Shoulderplates of the Deconstructor",45251,1,,"2023-03-09 00:00:00",1678391599-11-Dorian,,,,3,,"2023-03-09 22:02:12",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Belt of Colossal Rage",45241,0,,"2023-03-09 00:00:00",1678392851-19-Dorian,,,,1,,"2023-03-09 22:02:12",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Breastplate of the Wayward Protector",45633,1,,"2023-03-09 00:00:00",1678394558-26-Dorian,,,,3,,"2023-03-09 22:02:12",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Decimator's Armguards",45264,0,,"2023-03-16 22:15:13",1678994644-2-Doriank,,,,2,,"2023-03-16 22:15:13",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Frigid Strength of Hodir",45459,0,,"2023-03-19 00:00:00",1679250344-3-Doriank,,,,2,,"2023-03-19 21:17:21",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Reply-Code Alpha",46053,0,,"2023-03-19 00:00:00",1679252261-5-Doriank,,,,1,,"2023-03-19 21:17:21",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Rising Sun",45086,0,,"2023-05-25 00:00:00",1685035119-0-Doriank,,,,3,,"2023-05-25 21:31:37",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Gloves of the Steady Hand",45444,0,,"2023-05-25 00:00:00",1685036055-10-Dorian,,,,2,,"2023-05-25 21:31:37",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Archivum Data Disc",45857,0,,"2023-05-25 00:00:00",1685037275-1-Doriank,,,,,,"2023-05-25 21:31:37",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,0,"Warhelm of the Champion",45472,0,,"2023-05-25 00:00:00",1685039238-10-Dorian,,,,1,,"2023-05-25 21:31:37",
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,1,"Grim Toll",40256,0,,"2023-01-19 20:46:00",1674157475-39-Dorian,,,,,,"2023-01-19 20:46:00","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,2,"Legplates of the Lost Protector",40635,0,,"2023-01-12 22:17:41",1673552427-61-Dorian,,,,,,"2023-01-12 22:17:41","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,3,"Melancholy Sabatons",40591,0,,"2023-01-12 22:17:41",1673556560-87-Dorian,,,,,,"2023-01-12 22:17:41","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,4,"Dragon Hide Bag",43345,0,,"2023-01-12 22:17:41",1673555567-77-Dorian,,,,,,"2023-01-12 22:17:41","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,5,"Gauntlets of the Lost Protector",40629,0,,"2023-01-05 21:44:10",1672946173-5-Doriank,,,,,,"2023-01-05 21:44:10","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,6,"Callous-Hearted Gauntlets",39726,0,,"2022-12-15 00:00:00",1671134329-5-Doriank,,,,,,"2022-12-15 21:45:06","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,7,Arrowsong,40265,0,,"2022-12-15 00:00:00",1671130224-19-Dorian,,,,,,"2022-12-15 21:45:06","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,8,"Frosted Adroit Handguards",40541,0,,"2022-12-15 00:00:00",1671134860-19-Dorian,,,,,,"2022-12-15 21:45:06","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,9,"Belt of the Tortured",40260,0,,"2022-12-15 00:00:00",1671130077-15-Dorian,,,,,,"2022-12-15 21:45:06","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,10,"Platehelm of the Great Wyrm",40366,0,,"2022-12-08 00:00:00",1670534574-62-Dorian,,,,,,"2022-12-08 22:00:26","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,11,"Pauldrons of Unnatural Death",39704,0,,"2022-12-08 00:00:00",1670529183-30-Dorian,,,,,,"2022-12-08 22:00:26","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,12,"Spinning Fate",40190,0,,"2022-12-01 00:00:00",1669924838-38-Dorian,,,,,,"2022-12-01 22:48:29","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,13,"Gloves of Calculated Risk",40262,0,,"2022-12-01 00:00:00",1669923103-17-Dorian,,,,,,"2022-12-01 22:48:29","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,14,"Fool's Trial",40065,0,,"2022-11-24 00:00:00",1669322955-49-Dorian,,,,,,"2022-11-24 21:48:02","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,15,"Dragon Brood Legguards",40446,1,,"2022-11-24 00:00:00",1669319035-5-Doriank,,,,,,"2022-11-24 21:48:02","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,16,"Iron-Spring Jumpers",40206,0,,"2022-11-24 00:00:00",1669320608-16-Dorian,,,,,,"2022-11-24 21:48:02","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,17,"Legplates of Double Strikes",40318,0,,"2022-11-24 00:00:00",1669322981-52-Dorian,,,,,,"2022-11-24 21:48:02","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,18,"Mantle of the Lost Protector",40638,1,,"2022-11-24 00:00:00",1669320469-9-Doriank,,,,,,"2022-11-24 21:48:02","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,19,"Breastplate of the Lost Protector",40626,0,,"2022-11-10 00:00:00",166811148740626-Dori,,,,,,"2022-11-10 22:24:03","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,20,"Aged Winter Cloak",40250,0,,"2022-11-10 00:00:00",166811147640250-Dori,,,,,,"2022-11-10 22:24:03","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,21,"Shadow of the Ghoul",40410,0,,"2022-10-27 00:00:00",166690161840410-Dori,,,,,,"2022-10-27 21:12:41","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,22,"Crown of the Lost Protector",40632,0,,"2022-10-27 00:00:00",166690133440632-Dori,,,,,,"2022-10-27 21:12:41","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,23,"Sand-Worn Band",40107,0,,"2022-10-27 00:00:00",166689938040107-Dori,,,,,,"2022-10-27 21:12:41","2023-01-22 09:38:35"
received,"Main raid","Greg Czarne Rączki",Dorianka,Warrior,0,,,24,"Gauntlets of the Lost Protector",40629,0,,"2022-10-20 00:00:00",166629956640629-Dori,,,,,,"2022-10-21 08:22:41","2023-01-22 09:38:35"
received,"Main raid",Envy,Envya,Rogue,0,,,0,"Crown of the Lost Vanquisher",40633,0,,"2022-10-11 00:00:00",166551648940633-Envy,,,,,,"2022-10-21 08:21:13",
received,"Main raid",Envy,Envya,Rogue,0,,,0,"Legplates of the Lost Vanquisher",40636,0,,"2022-10-13 00:00:00",166568701340636-Envy,,,,,,"2022-10-21 08:22:05",
received,"Main raid",Envy,Envya,Rogue,0,,,0,"Chestguard of the Recluse",40539,0,,"2022-10-13 00:00:00",166569284140539-Envy,,,,,,"2022-10-21 08:22:05",
received,"Main raid",Envy,Envya,Rogue,0,,,0,"Drape of the Deadly Foe",40403,0,,"2022-10-13 00:00:00",166569423240403-Envy,,,,,,"2022-10-21 08:22:05",
received,"Main raid",Envy,Envya,Rogue,0,,,0,"Gauntlets of the Lost Vanquisher",40630,0,,"2022-11-03 00:00:00",166751211140630-Envy,,,,,,"2022-11-03 22:46:29",
received,"Main raid",Envy,Envya,Rogue,0,,,0,"Crown of the Wayward Vanquisher",45640,0,,"2023-02-16 00:00:00",1676578357-20-Envya,,,,3,,"2023-02-16 22:02:11",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Waistguard of Divine Grace",40259,0,,"2022-10-27 00:00:00",166689897340259-Fenh,,,,,,"2022-10-27 21:12:41",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Cloak of Averted Crisis",40254,0,,"2022-10-27 00:00:00",166689914140254-Fenh,,,,,,"2022-10-27 21:12:41",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Shadow of the Ghoul",40410,0,,"2022-10-27 00:00:00",166690038740410-Fenh,,,,,,"2022-10-27 21:12:41",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Cult's Chestguard",39724,0,,"2022-10-27 00:00:00",166690158839724-Fenh,,,,,,"2022-10-27 21:12:41",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Quivering Tunic",40061,0,,"2022-10-27 00:00:00",166690162840061-Fenh,,,,,,"2022-10-27 21:12:41",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Bone-Inlaid Legguards",40363,0,,"2022-10-27 00:00:00",166690182040363-Fenh,,,,,,"2022-10-27 21:12:41",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Dragon Hide Bag",43345,0,,"2022-10-27 00:00:00",166690321943345-Fenh,,,,,,"2022-10-27 21:12:41",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Legplates of the Lost Conqueror",40634,0,,"2022-11-03 00:00:00",166750456940634-Fenh,,,,,,"2022-11-03 22:46:29",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Shoulderguards of Opportunity",40185,0,,"2022-11-03 00:00:00",166750882840185-Fenh,,,,,,"2022-11-03 22:46:29",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Grotesque Handgrips",40242,0,,"2022-11-03 00:00:00",166750884340242-Fenh,,,,,,"2022-11-03 22:46:29",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Large Satchel of Spoils",43346,0,,"2022-11-03 00:00:00",166751196143346-Fenh,,,,,,"2022-11-03 22:46:29",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Reins of the Twilight Drake",43954,0,,"2022-11-03 00:00:00",166751204743954-Fenh,,,,,,"2022-11-03 22:46:29",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Fool's Trial",40065,0,,"2022-11-10 00:00:00",166811557840065-Fenh,,,,,,"2022-11-10 22:24:03",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,Heritage,40069,1,,"2022-11-17 00:00:00",1668716342-37-Fenhir,,,,,,"2022-11-17 21:57:26",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Mantle of the Lost Conqueror",40637,1,,"2022-11-17 00:00:00",1668716560-39-Fenhir,,,,,,"2022-11-17 21:57:26",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Shroud of Luminosity",40251,1,,"2022-11-17 00:00:00",1668717248-51-Fenhir,,,,,,"2022-11-17 21:57:26",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Betrayer of Humanity",40384,0,,"2022-11-17 00:00:00",1668720287-80-Fenhir,,,,,,"2022-11-17 21:57:26",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Waistguard of Divine Grace",40259,1,,"2022-11-24 00:00:00",1669320595-14-Fenhir,,,,,,"2022-11-24 21:48:02",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Chains of Adoration",40071,1,,"2022-11-24 00:00:00",1669321171-21-Fenhir,,,,,,"2022-11-24 21:48:02",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Libram of Resurgence",40337,1,,"2022-11-24 00:00:00",1669323736-60-Fenhir,,,,,,"2022-11-24 21:48:02",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Rune of Repulsion",40372,1,,"2022-11-24 00:00:00",1669324154-65-Fenhir,,,,,,"2022-11-24 21:48:02",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Chestguard of the Exhausted",40279,1,,"2022-12-01 00:00:00",1669923095-16-Fenhir,,,,,,"2022-12-01 22:48:29",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Seized Beauty",40108,1,,"2022-12-01 00:00:00",1669924810-37-Fenhir,,,,,,"2022-12-01 22:48:29",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,Dawnwalkers,39701,0,,"2022-12-01 00:00:00",1669925314-44-Fenhir,,,,,,"2022-12-01 22:48:29",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,Ruthlessness,40075,0,,"2022-12-01 00:00:00",1669925352-46-Fenhir,,,,,,"2022-12-01 22:48:29",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Cloak of the Shadowed Sun",40252,1,,"2022-12-01 00:00:00",1669925766-51-Fenhir,,,,,,"2022-12-01 22:48:29",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Fleshless Girdle",40263,0,,"2022-12-08 00:00:00",1670527830-11-Fenhir,,,,,,"2022-12-08 22:00:26",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Libram of Tolerance",40268,0,,"2022-12-08 00:00:00",1670527839-13-Fenhir,,,,,,"2022-12-08 22:00:26",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Dragonstorm Breastplate",44000,0,,"2022-12-15 00:00:00",1671128760-4-Fenhir,,,,,,"2022-12-15 21:45:06",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Fury of the Five Flights",40431,0,,"2022-12-15 00:00:00",1671129526-8-Fenhir,,,,,,"2022-12-15 21:45:06",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Cloak of the Shadowed Sun",40252,0,,"2022-12-15 00:00:00",1671131474-25-Fenhir,,,,,,"2022-12-15 21:45:06",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Abetment Bracers",40332,0,,"2022-12-15 00:00:00",1671131514-27-Fenhir,,,,,,"2022-12-15 21:45:06",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Greaves of Turbulence",40240,0,,"2022-12-15 00:00:00",1671134344-7-Fenhir,,,,,,"2022-12-15 21:45:06",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Shield of Assimilation",39716,0,,"2022-12-15 00:00:00",1671134668-15-Fenhir,,,,,,"2022-12-15 21:45:06",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Bracers of Unrelenting Attack",40330,1,"dk alt","2023-01-05 21:44:10",1672947161-17-Cyrano,,,,,,"2023-01-05 21:44:10",
received,"Main raid",ThomasV,Fenhir,Paladin,0,,,0,"Breastplate of the Lost Vanquisher",40627,1,"dk alt","2023-01-05 21:44:10",1672947696-20-Cyrano,,,,,,"2023-01-05 21:44:10",
